,imbalanceRatio,Subset,Indicator,Sorted_Features
20,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_61,orderSum,"['F18attr', 'D28attr', 'F12attr', 'D4attr', 'D22attr', 'D16attr', 'A25attr', 'B20attr', 'C27attr', 'C3attr', 'C15attr', 'A19attr', 'E5attr', 'B14attr', 'Cattr', 'Dattr', 'E23attr', 'Fattr', 'C9attr', 'Aattr', 'C21attr', 'Battr', 'B2attr', 'E29attr', 'D10attr', 'F30attr', 'Eattr', 'E11attr', 'B26attr', 'F24attr', 'A1attr', 'A13attr', 'F6attr', 'E17attr', 'B8attr', 'A7attr']"
21,lr_shap_list_ir_5,lr_shap_list_ir_5_subset_96,orderMean,"['F12attr', 'D4attr', 'B14attr', 'E11attr', 'D28attr', 'F18attr', 'C15attr', 'D16attr', 'B20attr', 'Dattr', 'A19attr', 'F30attr', 'Fattr', 'B2attr', 'D10attr', 'A25attr', 'B26attr', 'A13attr', 'Eattr', 'C21attr', 'Aattr', 'C3attr', 'C9attr', 'Cattr', 'F6attr', 'Battr', 'A1attr', 'C27attr', 'E17attr', 'B8attr', 'D22attr', 'E29attr', 'F24attr', 'A7attr', 'E23attr', 'E5attr']"
22,lr_shap_list_ir_5,lr_shap_list_ir_5_subset_96,orderStd,"['F12attr', 'D4attr', 'B14attr', 'F18attr', 'E11attr', 'D28attr', 'D16attr', 'C15attr', 'Dattr', 'B20attr', 'A19attr', 'F30attr', 'B2attr', 'Fattr', 'D10attr', 'B26attr', 'A25attr', 'Eattr', 'A13attr', 'C21attr', 'Aattr', 'C3attr', 'C9attr', 'F6attr', 'Cattr', 'Battr', 'C27attr', 'A1attr', 'B8attr', 'E17attr', 'D22attr', 'F24attr', 'E29attr', 'A7attr', 'E23attr', 'E5attr']"
23,lr_shap_list_ir_5,lr_shap_list_ir_5_subset_96,orderSum,"['F12attr', 'D4attr', 'B14attr', 'E11attr', 'D28attr', 'F18attr', 'C15attr', 'D16attr', 'B20attr', 'Dattr', 'A19attr', 'F30attr', 'Fattr', 'B2attr', 'D10attr', 'A25attr', 'B26attr', 'A13attr', 'Eattr', 'C21attr', 'Aattr', 'C3attr', 'C9attr', 'Cattr', 'F6attr', 'Battr', 'A1attr', 'C27attr', 'E17attr', 'B8attr', 'D22attr', 'E29attr', 'F24attr', 'A7attr', 'E23attr', 'E5attr']"
24,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_12,orderMean,"['F12attr', 'A7attr', 'B8attr', 'C15attr', 'D4attr', 'E11attr', 'F18attr', 'D10attr', 'Battr', 'Aattr', 'E29attr', 'B2attr', 'Dattr', 'E23attr', 'F6attr', 'Fattr', 'A19attr', 'Cattr', 'A13attr', 'D16attr', 'Eattr', 'D22attr', 'F24attr', 'D28attr', 'C27attr', 'B26attr', 'C21attr', 'A25attr', 'C9attr', 'F30attr', 'E17attr', 'E5attr', 'B14attr', 'C3attr', 'B20attr', 'A1attr']"
25,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_12,orderStd,"['F12attr', 'A7attr', 'C15attr', 'F18attr', 'D10attr', 'B8attr', 'E11attr', 'D4attr', 'Aattr', 'B2attr', 'Battr', 'Dattr', 'E29attr', 'F6attr', 'E23attr', 'A19attr', 'Fattr', 'D22attr', 'D16attr', 'Eattr', 'Cattr', 'A13attr', 'F24attr', 'D28attr', 'B26attr', 'C27attr', 'C21attr', 'C9attr', 'A25attr', 'F30attr', 'E17attr', 'B14attr', 'E5attr', 'C3attr', 'B20attr', 'A1attr']"
26,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_12,orderSum,"['F12attr', 'A7attr', 'B8attr', 'C15attr', 'D4attr', 'E11attr', 'F18attr', 'D10attr', 'Battr', 'Aattr', 'E29attr', 'B2attr', 'Dattr', 'E23attr', 'F6attr', 'Fattr', 'A19attr', 'Cattr', 'A13attr', 'D16attr', 'Eattr', 'D22attr', 'F24attr', 'D28attr', 'C27attr', 'B26attr', 'C21attr', 'A25attr', 'C9attr', 'F30attr', 'E17attr', 'E5attr', 'B14attr', 'C3attr', 'B20attr', 'A1attr']"
27,lr_shap_list_ir_3,lr_shap_list_ir_3_subset_36,orderMean,"['E11attr', 'F12attr', 'B14attr', 'D28attr', 'A13attr', 'B20attr', 'D4attr', 'F18attr', 'A7attr', 'F30attr', 'A19attr', 'C21attr', 'C15attr', 'Aattr', 'A25attr', 'B26attr', 'Dattr', 'D16attr', 'E5attr', 'E17attr', 'Fattr', 'C9attr', 'A1attr', 'F24attr', 'F6attr', 'Eattr', 'E29attr', 'C27attr', 'E23attr', 'D22attr', 'B8attr', 'Battr', 'Cattr', 'B2attr', 'D10attr', 'C3attr']"
28,lr_shap_list_ir_3,lr_shap_list_ir_3_subset_36,orderStd,"['E11attr', 'B14attr', 'F12attr', 'F18attr', 'D28attr', 'B20attr', 'D4attr', 'F30attr', 'A13attr', 'A7attr', 'A19attr', 'C15attr', 'C21attr', 'B26attr', 'Dattr', 'Aattr', 'A25attr', 'D16attr', 'E5attr', 'E17attr', 'F6attr', 'Fattr', 'F24attr', 'C9attr', 'D22attr', 'A1attr', 'Eattr', 'C27attr', 'E23attr', 'E29attr', 'B8attr', 'Battr', 'Cattr', 'B2attr', 'D10attr', 'C3attr']"
29,lr_shap_list_ir_3,lr_shap_list_ir_3_subset_36,orderSum,"['E11attr', 'F12attr', 'B14attr', 'D28attr', 'A13attr', 'B20attr', 'D4attr', 'F18attr', 'A7attr', 'F30attr', 'A19attr', 'C21attr', 'C15attr', 'Aattr', 'A25attr', 'B26attr', 'Dattr', 'D16attr', 'E5attr', 'E17attr', 'Fattr', 'C9attr', 'A1attr', 'F24attr', 'F6attr', 'Eattr', 'E29attr', 'C27attr', 'E23attr', 'D22attr', 'B8attr', 'Battr', 'Cattr', 'B2attr', 'D10attr', 'C3attr']"
